session_id,trial,label,label_int,snr_db,device,fs,feat_00,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18
unicorn_session_002,0,baseline,0,14.7,Unicorn Hybrid Black,250,84936392.0,10814251.0,4861437.0,85898.773438,115801576.0,20464306.0,885603.1875,44507.738281,175216256.0,18351512.0,109684.289062,81693.046875,93854232.0,9714943.0,5286498.0,73626.078125,0.023719,-3.741452,0.776699
unicorn_session_002,0,slap,1,13.6,Unicorn Hybrid Black,250,729842.875,1106617.875,113238568.0,9598449.0,154216.515625,43888.039062,125838608.0,17672490.0,194207.0,417800.6875,182530256.0,26360022.0,188957.65625,326545.4375,79775792.0,17241496.0,395.654755,5.980542,0.799342
unicorn_session_002,1,baseline,0,17.61,Unicorn Hybrid Black,250,134483536.0,11264424.0,17726.927734,49582.949219,265550624.0,38798844.0,4940269.5,45050.496094,267080592.0,43438972.0,1397581.375,3547.407471,284774720.0,37095820.0,378162.625,89770.015625,0.007074,-4.951177,0.811929
unicorn_session_002,1,slap,1,15.69,Unicorn Hybrid Black,250,593907.875,206778.625,158634240.0,19247606.0,721587.8125,722087.625,218224880.0,28392406.0,616971.0625,110382.835938,227276352.0,32829542.0,174107.359375,594348.3125,147328736.0,25001718.0,356.723389,5.876961,0.954438
unicorn_session_002,2,baseline,0,14.93,Unicorn Hybrid Black,250,96915416.0,10430346.0,3541611.25,96246.796875,138646240.0,15481173.0,33543.398438,4184.557617,161343696.0,16356182.0,4167543.75,135746.359375,155248160.0,23920300.0,6347397.0,195403.984375,0.025518,-3.668315,0.130993
unicorn_session_002,2,slap,1,17.28,Unicorn Hybrid Black,250,277257.25,331342.875,107359496.0,16335619.0,47628.367188,3189.292969,228446640.0,32714786.0,50167.582031,12335.128906,188014320.0,27206526.0,67444.9375,336178.25,241321248.0,25501580.0,1729.141113,7.45538,1.227463
unicorn_session_002,3,baseline,0,16.13,Unicorn Hybrid Black,250,74418264.0,13572647.0,5807694.5,11417.224609,215841024.0,31829250.0,348166.84375,25701.570312,241665184.0,42092236.0,19216.279297,17277.433594,141263856.0,17187522.0,4918824.5,12624.786133,0.01648,-4.105569,0.471846
unicorn_session_002,3,slap,1,12.4,Unicorn Hybrid Black,250,388062.65625,197660.90625,51109412.0,7106294.0,201396.625,66645.460938,83334240.0,12723650.0,764844.625,205197.40625,65528204.0,12973741.0,51529.015625,14372.582031,91208696.0,13006032.0,207.123154,5.333313,1.197643
unicorn_session_002,4,baseline,0,12.34,Unicorn Hybrid Black,250,48165284.0,8095292.5,3389375.25,136929.921875,91896824.0,12953737.0,3941.94043,21796.539062,72052384.0,13455747.0,77232.671875,56506.320312,74022040.0,16881850.0,528374.0625,34053.671875,0.013976,-4.270372,0.04565
unicorn_session_002,4,slap,1,9.05,Unicorn Hybrid Black,250,34730.683594,193020.8125,28696316.0,4080493.0,1639917.25,48373.421875,33056844.0,5212233.0,2748868.75,824592.0,30942866.0,5660921.5,462994.96875,286065.28125,21332834.0,5580209.0,23.335432,3.149973,0.931537
