session_id,trial,label,label_int,snr_db,device,fs,feat_00,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18
unicorn_session_004,0,baseline,0,7.86,Unicorn Hybrid Black,250,19189940.0,1941478.375,269191.0,7003.458984,34810728.0,4542256.0,2715228.25,33771.609375,42404004.0,4096556.5,4853275.0,11374.891602,32260688.0,4082906.5,212193.28125,82857.34375,0.062565,-2.771541,0.377172
unicorn_session_004,0,slap,1,14.56,Unicorn Hybrid Black,250,537899.4375,72666.21875,98951448.0,10678173.0,48375.308594,94512.914062,126812264.0,17238052.0,84578.96875,19847.505859,161250208.0,20078562.0,490172.875,723737.25,149375344.0,16546708.0,461.995697,6.135556,1.026361
unicorn_session_004,1,baseline,0,9.48,Unicorn Hybrid Black,250,17983380.0,5114853.5,5153950.5,15451.648438,55829780.0,9555039.0,2763591.5,11062.041016,52540968.0,4892024.5,25312.333984,5864.276367,21282838.0,5303078.5,333253.28125,24444.986328,0.056057,-2.881366,0.463829
unicorn_session_004,1,slap,1,12.42,Unicorn Hybrid Black,250,1050792.5,186156.890625,41819196.0,6614054.5,94934.898438,16982.005859,75527832.0,13992928.0,1031154.875,138606.671875,130269656.0,18460574.0,752492.8125,309710.875,99940096.0,15594285.0,118.64537,4.776139,0.999902
unicorn_session_004,2,baseline,0,14.33,Unicorn Hybrid Black,250,74400992.0,11160706.0,4578301.5,203159.109375,105639320.0,15520907.0,795948.6875,95080.734375,203390512.0,33576188.0,4181836.5,201027.8125,126724504.0,18457216.0,2282921.5,66434.898438,0.023207,-3.763272,0.455442
unicorn_session_004,2,slap,1,9.43,Unicorn Hybrid Black,250,1364199.5,51798.171875,48313628.0,5230743.5,2465947.0,529018.0625,57757856.0,5699813.0,211467.9375,480594.90625,100115304.0,8768190.0,185707.8125,631929.5,44142788.0,6712148.5,59.217052,4.08121,0.806832
unicorn_session_004,3,baseline,0,15.55,Unicorn Hybrid Black,250,53396936.0,12267489.0,2596689.25,152454.65625,141682848.0,23948742.0,925829.125,49061.699219,156816672.0,27269422.0,3533064.5,186814.09375,125738744.0,12748577.0,47219.585938,73514.1875,0.014871,-4.208291,0.117749
unicorn_session_004,3,slap,1,6.77,Unicorn Hybrid Black,250,113642.4375,384054.78125,13309161.0,1129681.5,674857.9375,39471.535156,22664002.0,4404057.0,1448142.0,304626.5,28565272.0,3468581.75,249070.515625,127368.992188,17032372.0,4314108.0,32.815861,3.490912,0.963454
unicorn_session_004,4,baseline,0,12.73,Unicorn Hybrid Black,250,34794192.0,5893562.5,2344824.75,3768.739014,128387568.0,19887848.0,2515752.25,21880.388672,116779560.0,15193094.0,241413.296875,28446.144531,124514248.0,10080022.0,64850.269531,325213.03125,0.012774,-4.360252,0.312698
unicorn_session_004,4,slap,1,10.04,Unicorn Hybrid Black,250,417817.34375,358383.21875,39420604.0,6148441.5,232754.421875,113783.695312,51525652.0,9269338.0,2183707.5,39900.859375,107988960.0,13604588.0,639229.6875,89115.890625,111686120.0,12903993.0,89.425804,4.493409,0.976877
