session_id,trial,label,label_int,snr_db,device,fs,feat_00,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18
unicorn_session_001,0,baseline,0,16.24,Unicorn Hybrid Black,250,100881000.0,14871917.0,596661.375,15395.001953,202728544.0,22541040.0,69270.53125,13279.223633,222561632.0,37744520.0,829521.8125,32129.953125,249961776.0,33681668.0,485223.9375,7239.486816,0.002552,-5.970493,0.370247
unicorn_session_001,0,slap,1,17.41,Unicorn Hybrid Black,250,3535369.25,5273.100586,116995136.0,22762162.0,374624.46875,81918.976562,342472352.0,42679736.0,32203.849609,263965.375,333398464.0,48812328.0,391747.28125,349562.21875,286762336.0,41337720.0,249.109833,5.517894,1.161073
unicorn_session_001,1,baseline,0,17.57,Unicorn Hybrid Black,250,160695536.0,19201624.0,983175.625,192771.734375,283531232.0,41824632.0,2841931.75,416.305847,320054240.0,42058724.0,3011023.5,27718.152344,298812032.0,39173376.0,299870.09375,53733.066406,0.006712,-5.003636,0.517462
unicorn_session_001,1,slap,1,17.19,Unicorn Hybrid Black,250,1407450.75,595985.125,193820336.0,29876850.0,265802.21875,2473.560547,314830144.0,42775188.0,867893.875,801211.6875,303138240.0,44313736.0,283090.4375,108282.460938,240688080.0,31470344.0,372.658783,5.920663,1.046196
unicorn_session_001,2,baseline,0,21.7,Unicorn Hybrid Black,250,304554048.0,54309112.0,1624153.625,40438.253906,425870080.0,57577444.0,2751725.25,82003.046875,585339776.0,99159624.0,2267373.0,89676.609375,538619712.0,63401992.0,4086927.25,45805.101562,0.005786,-5.152075,1.250127
unicorn_session_001,2,slap,1,21.36,Unicorn Hybrid Black,250,2189004.75,87149.460938,326705952.0,42647728.0,319484.40625,102660.875,539972032.0,97123368.0,109126.0625,52740.726562,744291840.0,108563440.0,122505.171875,3401.704346,612724736.0,87076928.0,811.531738,6.698924,1.034673
unicorn_session_001,3,baseline,0,16.01,Unicorn Hybrid Black,250,112048312.0,11795072.0,273626.34375,27290.238281,167204368.0,21886906.0,5845984.0,36535.367188,226768896.0,27548726.0,4896762.0,5795.483887,222321872.0,28486934.0,5761557.5,31621.980469,0.023036,-3.770665,1.383631
unicorn_session_001,3,slap,1,21.79,Unicorn Hybrid Black,250,1863319.25,29721.761719,602293248.0,94388568.0,1386289.875,1295322.0,850176064.0,122749160.0,444483.6875,643935.0,1324200960.0,190500448.0,417387.03125,2489.996094,1195931392.0,155698320.0,966.221863,6.873394,1.015296
unicorn_session_001,4,baseline,0,17.7,Unicorn Hybrid Black,250,196989680.0,23262000.0,30676.566406,27954.273438,280114784.0,54581324.0,3656254.25,31247.236328,470397536.0,68618328.0,316108.78125,60747.40625,327501824.0,54836104.0,3322881.25,27796.058594,0.005746,-5.159111,1.903152
unicorn_session_001,4,slap,1,14.4,Unicorn Hybrid Black,250,393500.84375,175345.984375,142148784.0,15936510.0,1385063.125,44002.097656,108918928.0,19745276.0,941024.125,526578.4375,148953024.0,28143338.0,1112946.875,139736.0,201365216.0,28876938.0,156.91597,5.05571,0.985033
unicorn_session_001,5,baseline,0,15.31,Unicorn Hybrid Black,250,76739360.0,12538021.0,25151.318359,14701.667969,137934064.0,18878248.0,2242189.75,41274.117188,232091392.0,35988152.0,4332492.0,181698.296875,157922848.0,24491450.0,1812119.25,161184.734375,0.013911,-4.274987,0.958501
unicorn_session_001,5,slap,1,16.83,Unicorn Hybrid Black,250,62657.125,86776.585938,138733712.0,13850477.0,1223883.0,14157.767578,254383936.0,31089746.0,647037.3125,236912.296875,255030480.0,37188368.0,513067.75,266988.4375,152521680.0,23793012.0,327.252106,5.790731,0.98405
unicorn_session_001,6,baseline,0,17.56,Unicorn Hybrid Black,250,115652352.0,21478710.0,1952612.125,20629.068359,297407392.0,39821924.0,159685.328125,5123.805664,309848128.0,49417400.0,158308.84375,29942.40625,272234592.0,47574068.0,45461.984375,34817.269531,0.002327,-6.062585,0.147152
unicorn_session_001,6,slap,1,16.38,Unicorn Hybrid Black,250,270393.875,198877.46875,122902552.0,18924732.0,535959.6875,140592.5,240111888.0,35233020.0,963518.875,80724.171875,281998208.0,32008536.0,938695.0625,409372.84375,233142608.0,28618458.0,324.213898,5.781404,1.077721
unicorn_session_001,7,baseline,0,17.2,Unicorn Hybrid Black,250,151587984.0,19723874.0,6932842.0,49391.816406,321056736.0,43709724.0,578439.1875,127688.789062,242454688.0,44210432.0,154559.328125,39851.027344,345517568.0,47938160.0,4013308.25,165527.515625,0.011012,-4.50871,0.52183
unicorn_session_001,7,slap,1,21.29,Unicorn Hybrid Black,250,273779.0625,474397.125,384497056.0,63084748.0,746639.5625,160094.578125,489212480.0,69539936.0,1268706.625,28110.966797,600285888.0,90293928.0,690224.25,605528.0625,689232512.0,83710200.0,726.073914,6.587652,1.073716
unicorn_session_001,8,baseline,0,15.6,Unicorn Hybrid Black,250,102859832.0,16337847.0,1167296.0,280202.40625,194644400.0,26995940.0,456042.1875,72460.210938,161974080.0,28374552.0,380457.375,12440.894531,141341264.0,26661624.0,1059983.5,32209.957031,0.005099,-5.27845,0.907726
unicorn_session_001,8,slap,1,17.75,Unicorn Hybrid Black,250,328035.96875,17187.396484,93379248.0,18997798.0,177392.1875,107054.085938,327046464.0,38185668.0,387363.125,209937.796875,331282208.0,58535724.0,275392.4375,373113.625,313455904.0,46502356.0,911.81189,6.815434,1.202366
unicorn_session_001,9,baseline,0,19.01,Unicorn Hybrid Black,250,209216480.0,29641718.0,51615.449219,25755.966797,446054208.0,57879524.0,278914.3125,5810.432129,756239680.0,118543640.0,5464320.5,160103.5,467295968.0,55904524.0,231801.0,29841.78125,0.003208,-5.741889,0.168763
unicorn_session_001,9,slap,1,18.18,Unicorn Hybrid Black,250,727316.0625,305227.34375,154853056.0,21872328.0,553197.25,167404.46875,265367056.0,35313084.0,248468.71875,41055.121094,347338272.0,50548100.0,776870.0,375622.0625,240106400.0,34626292.0,437.003235,6.079941,1.002004
unicorn_session_001,10,baseline,0,21.37,Unicorn Hybrid Black,250,205756768.0,27925376.0,1725686.125,110790.59375,562235392.0,79217696.0,707137.4375,5889.855957,656290048.0,90104384.0,441828.59375,17927.761719,348473024.0,45034864.0,882867.375,12752.253906,0.00212,-6.15606,0.841121
unicorn_session_001,10,slap,1,18.9,Unicorn Hybrid Black,250,444830.6875,452287.96875,310923264.0,36174064.0,553795.0,53500.503906,334974432.0,45596940.0,729650.125,356115.28125,601061248.0,76491824.0,546836.1875,665668.4375,587202944.0,70511264.0,806.185303,6.692314,0.967213
unicorn_session_001,11,baseline,0,13.93,Unicorn Hybrid Black,250,64937356.0,7553273.0,3573015.25,33045.070312,117739352.0,20614986.0,187744.53125,7357.562988,112027608.0,20454140.0,20414.615234,100811.671875,98649912.0,17230732.0,14201.1875,13609.988281,0.009649,-4.640823,0.054419
unicorn_session_001,11,slap,1,21.99,Unicorn Hybrid Black,250,430217.65625,154830.453125,452778240.0,74726464.0,1318897.625,701861.75,1070233472.0,151596496.0,129874.992188,51077.871094,1307120640.0,160183440.0,1989999.875,159102.484375,1086775552.0,158422080.0,1012.385071,6.920064,1.101351
unicorn_session_001,12,baseline,0,19.69,Unicorn Hybrid Black,250,342624896.0,43785200.0,4313586.0,11536.720703,676715136.0,101751232.0,3289960.5,6225.781738,621673792.0,83425136.0,183547.703125,1282.698364,442397952.0,56708432.0,198023.578125,8358.515625,0.003833,-5.563922,0.404327
unicorn_session_001,12,slap,1,21.64,Unicorn Hybrid Black,250,1878746.625,183936.671875,308244992.0,55780992.0,1024425.0,646623.0625,659867840.0,86894672.0,252495.21875,1143183.75,1003233344.0,139764880.0,1303967.25,35405.414062,835732864.0,112907728.0,629.441589,6.444833,1.0582
unicorn_session_001,13,baseline,0,13.89,Unicorn Hybrid Black,250,70008872.0,7786250.5,252922.734375,14244.813477,82985192.0,11783562.0,95093.851562,85482.734375,103739032.0,16045552.0,164742.890625,838.356384,98457480.0,16639957.0,99530.914062,469.629333,0.001724,-6.362623,0.635562
unicorn_session_001,13,slap,1,20.44,Unicorn Hybrid Black,250,301617.375,155258.578125,379957760.0,46516508.0,588602.1875,638171.25,790580352.0,112843704.0,265946.40625,166509.0625,625923456.0,91301544.0,404212.15625,447464.1875,722633152.0,105560072.0,1614.412964,7.386727,1.200183
unicorn_session_001,14,baseline,0,15.23,Unicorn Hybrid Black,250,65306772.0,11879527.0,3541463.5,141999.1875,150956320.0,19149578.0,2667689.75,269198.40625,130974688.0,17357538.0,605928.1875,62102.953125,169936080.0,29135368.0,2242664.25,27227.052734,0.017514,-4.044702,1.080164
unicorn_session_001,14,slap,1,13.44,Unicorn Hybrid Black,250,230512.46875,624739.75,73584392.0,11752310.0,1462768.375,141437.1875,118984872.0,20574798.0,508076.5625,340981.3125,199643248.0,30622158.0,1363293.375,905100.0,117363936.0,20253404.0,142.952698,4.962514,0.927607
unicorn_session_001,15,baseline,0,19.11,Unicorn Hybrid Black,250,154333968.0,25123876.0,1522789.0,24125.259766,432759552.0,68360104.0,304433.9375,13289.75,496942080.0,61527176.0,2177920.5,668.859131,469821184.0,56349608.0,3248025.5,137713.8125,0.004668,-5.366843,0.548389
unicorn_session_001,15,slap,1,12.98,Unicorn Hybrid Black,250,439189.0625,809800.8125,40183496.0,4220621.5,511561.78125,386283.96875,95819352.0,13240368.0,1276470.25,62977.578125,100899704.0,13942712.0,145767.234375,714788.75,69424688.0,9486799.0,129.089233,4.860504,1.06502
unicorn_session_001,16,baseline,0,18.59,Unicorn Hybrid Black,250,232556064.0,37795884.0,2903297.0,2999.885498,407831712.0,55447764.0,167958.296875,286663.25,610103424.0,93742984.0,4097532.25,153781.109375,521518784.0,60578228.0,2414659.5,298004.25,0.005408,-5.219647,0.265807
unicorn_session_001,16,slap,1,19.06,Unicorn Hybrid Black,250,59608.195312,579243.4375,184121280.0,29867520.0,309777.28125,668696.1875,325866144.0,46851564.0,93116.398438,333149.78125,443436352.0,71733480.0,1577558.5,351623.15625,335833152.0,50222876.0,631.969971,6.448842,1.026365
unicorn_session_001,17,baseline,0,21.04,Unicorn Hybrid Black,250,232911104.0,37610648.0,1035451.8125,23278.169922,628845952.0,84949624.0,1301106.625,10930.125,579667712.0,100361360.0,2472053.75,26951.037109,670992000.0,102229104.0,174927.140625,276822.53125,0.002359,-6.049024,0.382919
unicorn_session_001,17,slap,1,14.95,Unicorn Hybrid Black,250,1057589.875,349561.0,60694284.0,12453782.0,496519.3125,284659.71875,132469472.0,21847086.0,162053.75,3883.060059,185367152.0,18785476.0,485353.40625,24860.070312,100607664.0,18494558.0,217.640259,5.382843,0.963768
unicorn_session_001,18,baseline,0,13.41,Unicorn Hybrid Black,250,46483244.0,8657148.0,67373.132812,22595.339844,94159272.0,14559854.0,386953.3125,278847.5,120174368.0,18006598.0,61376.929688,90956.25,97093872.0,18646460.0,69643.117188,19564.931641,0.001635,-6.415224,1.1218
unicorn_session_001,18,slap,1,13.64,Unicorn Hybrid Black,250,861489.5,216373.203125,91055896.0,16414009.0,721658.1875,431956.75,149305776.0,18680260.0,235942.984375,1212007.25,243878720.0,26850444.0,39372.800781,121290.84375,138086768.0,23638436.0,334.861115,5.813716,0.922902
unicorn_session_001,19,baseline,0,17.6,Unicorn Hybrid Black,250,119830752.0,16221753.0,4328020.0,3489.824463,244355552.0,37358912.0,427074.03125,14478.71875,252345312.0,34258052.0,260372.515625,43582.246094,227728912.0,29824960.0,3776601.75,66785.21875,0.010414,-4.564515,0.577791
unicorn_session_001,19,slap,1,17.81,Unicorn Hybrid Black,250,161136.03125,461440.0,232169680.0,31048984.0,1873979.75,868938.9375,378522784.0,44623008.0,551512.625,185816.203125,327325248.0,49815788.0,447478.28125,213571.59375,317849088.0,49254728.0,413.916504,6.025664,1.104773
unicorn_session_001,20,baseline,0,21.5,Unicorn Hybrid Black,250,328646784.0,52357836.0,172614.171875,994.021362,744041216.0,109142072.0,79749.515625,208722.984375,1112222592.0,157544144.0,237019.03125,106319.734375,800919488.0,138779696.0,3337362.25,158505.578125,0.001282,-6.658839,0.539257
unicorn_session_001,20,slap,1,12.12,Unicorn Hybrid Black,250,78828.257812,155146.171875,43577796.0,6185868.0,1875662.125,96739.054688,60392052.0,9074177.0,128956.3125,138061.703125,93715160.0,11573679.0,676404.5625,255996.015625,103708104.0,11606416.0,109.206284,4.693239,1.050323
unicorn_session_001,21,baseline,0,18.31,Unicorn Hybrid Black,250,177768800.0,29678932.0,5087409.5,112711.515625,228259424.0,35648036.0,215001.40625,71383.460938,463693696.0,63744384.0,3753629.25,12347.400391,281145632.0,40315124.0,323427.71875,71829.140625,0.00815,-4.809626,0.112458
